code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,doc_link,source_link
3A,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/bower_components/angular/angular.min.js#L16
8B,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L453
8C,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L453
8D,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L437
8F,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L627
9C,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L711
9E,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L437
9F,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L715
@jayli,repo,README.md,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/README.en.md#L4
AE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,10,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L437
AMD,repo,README.md,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6,6,9,25,25,25,25,25,25,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L357
AOP,repo,README.md,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L441
ARIA,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L391
AngularJS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,39,39,39,39,39,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L285
BA,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L627
BB,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L437
BC,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L453
BD,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L627
BE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L627
BOM,repo,README.md,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L353
BrowserStack,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L261
CN,repo,README.md,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L461
CSP,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L605
CSRF,repo,README.md,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L601
CSS,repo,README.md,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,11,11,11,9,9,9,9,9,9,9,9,9,9,9,17,19,19,19,19,19,19,19,22,115,115,115,115,115,115,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,https://github.com/JacksonTian/fks/blob/eddeaa81fb6e0ac8fc7e1de600621653eec6d5ec/README.md,https://github.com/JacksonTian/fks/blob/27d8b5ce5bee8006860a2dd1dbec4799289eaf04/fks_chart/data/front-end.json#L59
