code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
3D,repo,README.md,6,6,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/utils.py#L39
ADE20K,repo,README.md,1,1,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/segment_dataset.py#L16
TFRecords,repo,README.md,2,2,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/neural_rerendering.py#L586
appearance_pretrain_dir,repo,README.md,5,5,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L61
dataset_name,repo,README.md,37,37,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/pretrain_appearance.py#L262
dataset_parent_dir,repo,README.md,27,27,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L30
eval_subset,repo,README.md,4,4,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/neural_rerendering.py#L102
experiment_title,repo,README.md,2,2,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/evaluate_quantitative_metrics.py#L30
fixed_appearance_train_dir,repo,README.md,7,7,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/options.py#L68
imageset_dir,repo,README.md,10,10,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/README.md,https://github.com/google/neural_rerendering_in_the_wild/blob/5f5226f0083559adb0a21b567104dfc075b6f6e5/pretrain_appearance.py#L214
